command	key	type	code	location	functionId	childNum	isCFGNode	operator	baseType	completeType	identifier
ANR	1	File	/repo/outputs/run_20260731_124703_code_all_input_sources/runs/perturbed/devign__06_non_vulnerable_static_void_test_qemu_strtosz_units__pattern_dead_code__c1/_work/source/devign__06_non_vulnerable_static_void_test_qemu_strtosz_units__pattern_dead_code__c1.c								
ANR	2	Function	test_qemu_strtosz_units	1:0:0:1442							
ANR	3	FunctionDef	test_qemu_strtosz_units ()		2	0					
ANR	4	CompoundStatement		3:0:43:1442	2	0					
ANR	5	IfStatement	if ( 0 )		2	0					
ANR	6	Condition	0	5:8:54:54	2	0	True				
ANR	7	PrimaryExpression	0		2	0					
ANR	8	CompoundStatement		6:8:89:127	2	1					
ANR	9	IdentifierDeclStatement	char dwk_src_1 [ 8 ] = { 0 } ;	6:8:67:90	2	0	True				
ANR	10	IdentifierDecl	dwk_src_1 [ 8 ] = { 0 }		2	0					
ANR	11	IdentifierDeclType	char [ 8 ]		2	0					
ANR	12	Identifier	dwk_src_1		2	1					
ANR	13	PrimaryExpression	8		2	2					
ANR	14	AssignmentExpression	dwk_src_1 [ 8 ] = { 0 }		2	3		=			
ANR	15	Identifier	dwk_src_1		2	0					
ANR	16	InitializerList	0		2	1					
ANR	17	PrimaryExpression	0		2	0					
ANR	18	IdentifierDeclStatement	char dwk_dst_1 [ 8 ] = { 0 } ;	7:8:100:123	2	1	True				
ANR	19	IdentifierDecl	dwk_dst_1 [ 8 ] = { 0 }		2	0					
ANR	20	IdentifierDeclType	char [ 8 ]		2	0					
ANR	21	Identifier	dwk_dst_1		2	1					
ANR	22	PrimaryExpression	8		2	2					
ANR	23	AssignmentExpression	dwk_dst_1 [ 8 ] = { 0 }		2	3		=			
ANR	24	Identifier	dwk_dst_1		2	0					
ANR	25	InitializerList	0		2	1					
ANR	26	PrimaryExpression	0		2	0					
ANR	27	IdentifierDeclStatement	int dwk_len_1 = ( int ) sizeof ( dwk_dst_1 ) ;	8:8:133:171	2	2	True				
ANR	28	IdentifierDecl	dwk_len_1 = ( int ) sizeof ( dwk_dst_1 )		2	0					
ANR	29	IdentifierDeclType	int		2	0					
ANR	30	Identifier	dwk_len_1		2	1					
ANR	31	AssignmentExpression	dwk_len_1 = ( int ) sizeof ( dwk_dst_1 )		2	2		=			
ANR	32	Identifier	dwk_len_1		2	0					
ANR	33	CastExpression	( int ) sizeof ( dwk_dst_1 )		2	1					
ANR	34	CastTarget	int		2	0					
ANR	35	SizeofExpression	sizeof ( dwk_dst_1 )		2	1					
ANR	36	Sizeof	sizeof		2	0					
ANR	37	SizeofOperand	dwk_dst_1		2	1					
ANR	38	IfStatement	if ( dwk_len_1 > 0 )		2	3					
ANR	39	Condition	dwk_len_1 > 0	9:12:185:197	2	0	True				
ANR	40	RelationalExpression	dwk_len_1 > 0		2	0		>			
ANR	41	Identifier	dwk_len_1		2	0					
ANR	42	PrimaryExpression	0		2	1					
ANR	43	CompoundStatement		7:27:156:156	2	1					
ANR	44	ExpressionStatement	dwk_dst_1 [ dwk_len_1 - 1 ] = dwk_src_1 [ 0 ]	10:12:214:253	2	0	True				
ANR	45	AssignmentExpression	dwk_dst_1 [ dwk_len_1 - 1 ] = dwk_src_1 [ 0 ]		2	0		=			
ANR	46	ArrayIndexing	dwk_dst_1 [ dwk_len_1 - 1 ]		2	0					
